context_switches,cpu_usage,execution_time_us,hw_branch_instructions,hw_branch_misses,hw_cache_misses,hw_cache_references,hw_cpu_cycles,hw_instructions,hw_telemetry_available,max_rss_kb,sw_context_switches,sw_cpu_migrations,sw_page_faults,synthetic_branch_proxy,synthetic_cache_proxy,is_anomaly
0.0,14.0,13.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17416192.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17416192.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17416192.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17416192.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17432576.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,18.0,16.583,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17432576.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17432576.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,18.0,16.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17432576.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17432576.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,14.792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17432576.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,17.0,15.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,12.917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17448960.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17481728.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.541,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17481728.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,12.959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,13.083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,12.792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.791,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,13.083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17498112.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17514496.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17514496.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,19.0,17.209,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17514496.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17514496.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,13.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17514496.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,14.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17530880.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,66.0,63.708,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17530880.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17530880.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,15.0,14.208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17530880.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,18.0,16.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17530880.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,61.0,59.708,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17530880.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,61.0,59.292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17530880.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,62.0,59.708,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17547264.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,12.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17547264.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,62.0,59.208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17547264.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,68.0,65.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17547264.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17547264.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,13.0,12.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17547264.0,-1.0,-1.0,-1.0,0.0,0.0,0
0.0,12.0,12.208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,17547264.0,-1.0,-1.0,-1.0,0.0,0.0,0
