algo,seed,w_time,w_mse,w_var,margin,alpha,precision,recall,fpr
ML-KEM-512,8888,0.8,0.1,0.1,1.0,0.1,0.31952662721893493,0.9257142857142857,0.843520782396088
ML-KEM-512,8888,0.8,0.1,0.1,1.0,0.2,0.31640625,0.9257142857142857,0.8557457212713936
ML-KEM-512,8888,0.8,0.1,0.1,1.25,0.01,0.5257731958762887,0.2914285714285714,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,1.25,0.05,0.4946236559139785,0.26285714285714284,0.11491442542787286
ML-KEM-512,8888,0.8,0.1,0.1,1.25,0.1,0.47191011235955055,0.24,0.11491442542787286
ML-KEM-512,8888,0.8,0.1,0.1,1.25,0.2,0.4777777777777778,0.24571428571428572,0.11491442542787286
ML-KEM-512,8888,0.8,0.1,0.1,1.5,0.01,0.4177215189873418,0.18857142857142858,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,1.5,0.05,0.4177215189873418,0.18857142857142858,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,1.5,0.1,0.4177215189873418,0.18857142857142858,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,1.5,0.2,0.43373493975903615,0.2057142857142857,0.11491442542787286
ML-KEM-512,8888,0.8,0.1,0.1,2.0,0.01,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,2.0,0.05,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,2.0,0.1,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,2.0,0.2,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,3.0,0.01,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,3.0,0.05,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,3.0,0.1,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,3.0,0.2,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,5.0,0.01,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,5.0,0.05,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,5.0,0.1,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,8888,0.8,0.1,0.1,5.0,0.2,0.41025641025641024,0.18285714285714286,0.11246943765281174
ML-KEM-512,777,0.33,0.33,0.33,1.0,0.01,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.0,0.05,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.0,0.1,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.0,0.2,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.25,0.01,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.25,0.05,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.25,0.1,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.25,0.2,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.5,0.01,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.5,0.05,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.5,0.1,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,1.5,0.2,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,2.0,0.01,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,2.0,0.05,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,2.0,0.1,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,2.0,0.2,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,3.0,0.01,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,3.0,0.05,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,3.0,0.1,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,3.0,0.2,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,5.0,0.01,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,5.0,0.05,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,5.0,0.1,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.33,0.33,0.33,5.0,0.2,0.9777777777777777,0.25142857142857145,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.0,0.01,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.0,0.05,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.0,0.1,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.0,0.2,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.25,0.01,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.25,0.05,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.25,0.1,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.25,0.2,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.5,0.01,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.5,0.05,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.5,0.1,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,1.5,0.2,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,2.0,0.01,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,2.0,0.05,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,2.0,0.1,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,2.0,0.2,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,3.0,0.01,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,3.0,0.05,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,3.0,0.1,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,3.0,0.2,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,5.0,0.01,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,5.0,0.05,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,5.0,0.1,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.6,0.2,0.2,5.0,0.2,0.9705882352941176,0.18857142857142858,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.0,0.01,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.0,0.05,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.0,0.1,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.0,0.2,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.25,0.01,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.25,0.05,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.25,0.1,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.25,0.2,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.5,0.01,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.5,0.05,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.5,0.1,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,1.5,0.2,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,2.0,0.01,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,2.0,0.05,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,2.0,0.1,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,2.0,0.2,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,3.0,0.01,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,3.0,0.05,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,3.0,0.1,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,3.0,0.2,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,5.0,0.01,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,5.0,0.05,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,5.0,0.1,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.6,0.2,5.0,0.2,0.9833333333333333,0.33714285714285713,0.0024449877750611247
ML-KEM-512,777,0.2,0.2,0.6,1.0,0.01,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.0,0.05,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.0,0.1,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.0,0.2,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.25,0.01,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.25,0.05,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.25,0.1,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.25,0.2,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.5,0.01,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.5,0.05,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.5,0.1,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,1.5,0.2,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,2.0,0.01,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,2.0,0.05,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,2.0,0.1,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,2.0,0.2,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,3.0,0.01,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,3.0,0.05,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,3.0,0.1,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,3.0,0.2,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,5.0,0.01,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,5.0,0.05,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,5.0,0.1,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.2,0.2,0.6,5.0,0.2,1.0,0.21714285714285714,0.0
ML-KEM-512,777,0.8,0.1,0.1,1.0,0.01,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.0,0.05,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.0,0.1,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.0,0.2,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.25,0.01,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.25,0.05,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.25,0.1,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.25,0.2,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.5,0.01,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.5,0.05,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.5,0.1,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,1.5,0.2,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,2.0,0.01,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,2.0,0.05,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,2.0,0.1,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,2.0,0.2,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,3.0,0.01,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,3.0,0.05,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,3.0,0.1,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,3.0,0.2,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,5.0,0.01,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,5.0,0.05,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,5.0,0.1,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,777,0.8,0.1,0.1,5.0,0.2,0.9696969696969697,0.18285714285714286,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.0,0.01,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.0,0.05,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.0,0.1,0.8947368421052632,0.09714285714285714,0.004889975550122249
ML-KEM-512,999,0.33,0.33,0.33,1.0,0.2,0.42997542997543,1.0,0.5672371638141809
ML-KEM-512,999,0.33,0.33,0.33,1.25,0.01,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.25,0.05,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.25,0.1,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.25,0.2,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.5,0.01,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.5,0.05,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.5,0.1,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,1.5,0.2,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,2.0,0.01,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,2.0,0.05,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,2.0,0.1,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,2.0,0.2,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,3.0,0.01,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,3.0,0.05,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,3.0,0.1,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,3.0,0.2,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,5.0,0.01,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,5.0,0.05,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,5.0,0.1,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.33,0.33,0.33,5.0,0.2,0.9444444444444444,0.09714285714285714,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,1.0,0.01,0.9285714285714286,0.14857142857142858,0.004889975550122249
ML-KEM-512,999,0.6,0.2,0.2,1.0,0.05,0.9285714285714286,0.14857142857142858,0.004889975550122249
ML-KEM-512,999,0.6,0.2,0.2,1.0,0.1,0.9285714285714286,0.14857142857142858,0.004889975550122249
ML-KEM-512,999,0.6,0.2,0.2,1.0,0.2,0.42610837438423643,0.9885714285714285,0.5696821515892421
ML-KEM-512,999,0.6,0.2,0.2,1.25,0.01,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,1.25,0.05,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,1.25,0.1,0.9285714285714286,0.14857142857142858,0.004889975550122249
ML-KEM-512,999,0.6,0.2,0.2,1.25,0.2,0.9285714285714286,0.14857142857142858,0.004889975550122249
ML-KEM-512,999,0.6,0.2,0.2,1.5,0.01,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,1.5,0.05,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,1.5,0.1,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,1.5,0.2,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,2.0,0.01,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,2.0,0.05,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,2.0,0.1,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,2.0,0.2,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,3.0,0.01,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,3.0,0.05,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,3.0,0.1,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,3.0,0.2,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,5.0,0.01,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,5.0,0.05,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,5.0,0.1,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.6,0.2,0.2,5.0,0.2,0.9629629629629629,0.14857142857142858,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.0,0.01,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.0,0.05,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.0,0.1,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.0,0.2,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.25,0.01,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.25,0.05,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.25,0.1,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.25,0.2,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.5,0.01,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.5,0.05,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.5,0.1,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,1.5,0.2,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,2.0,0.01,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,2.0,0.05,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,2.0,0.1,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,2.0,0.2,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,3.0,0.01,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,3.0,0.05,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,3.0,0.1,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,3.0,0.2,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,5.0,0.01,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,5.0,0.05,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,5.0,0.1,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.6,0.2,5.0,0.2,0.9642857142857143,0.15428571428571428,0.0024449877750611247
ML-KEM-512,999,0.2,0.2,0.6,1.0,0.01,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.0,0.05,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.0,0.1,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.0,0.2,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.25,0.01,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.25,0.05,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.25,0.1,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.25,0.2,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.5,0.01,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.5,0.05,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.5,0.1,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,1.5,0.2,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,2.0,0.01,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,2.0,0.05,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,2.0,0.1,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,2.0,0.2,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,3.0,0.01,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,3.0,0.05,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,3.0,0.1,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,3.0,0.2,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,5.0,0.01,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,5.0,0.05,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,5.0,0.1,1.0,0.08,0.0
ML-KEM-512,999,0.2,0.2,0.6,5.0,0.2,1.0,0.08,0.0
ML-KEM-512,999,0.8,0.1,0.1,1.0,0.01,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.0,0.05,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.0,0.1,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.0,0.2,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.25,0.01,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.25,0.05,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.25,0.1,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.25,0.2,0.9,0.10285714285714286,0.004889975550122249
ML-KEM-512,999,0.8,0.1,0.1,1.5,0.01,0.9473684210526315,0.10285714285714286,0.0024449877750611247
ML-KEM-512,999,0.8,0.1,0.1,1.5,0.05,0.9473684210526315,0.10285714285714286,0.0024449877750611247
