algo,seed,wilcoxon_p,effect_size,base_precision,base_recall,base_f1,base_accuracy,base_roc_auc,base_pr_auc,base_mcc,base_balanced_accuracy,base_fpr,base_tpr,base_mean_latency_ms,adapt_precision,adapt_recall,adapt_f1,adapt_accuracy,adapt_roc_auc,adapt_pr_auc,adapt_mcc,adapt_balanced_accuracy,adapt_fpr,adapt_tpr,adapt_mean_latency_ms
ML-KEM-512,5555,0.00023856345402870985,0.25,0.6809338521400778,1.0,0.8101851851851852,0.8595890410958904,0.9992036325532658,0.9983479007711115,0.7378442293080841,0.8997555012224938,0.20048899755501223,1.0,0.05410101315746569,0.975609756097561,0.22857142857142856,0.37037037037037035,0.7671232876712328,0.9369612294795668,0.8713703347917878,0.40545268637854437,0.6130632203981837,0.0024449877750611247,0.22857142857142856,0.43441049040180363
ML-KEM-512,6666,2.662034890458831e-32,1.0,1.0,0.96,0.9795918367346939,0.988013698630137,0.9937268599371287,0.9902586393758906,0.9715174490693176,0.98,0.0,0.96,0.053587433410017454,1.0,0.16,0.27586206896551724,0.7482876712328768,0.8962486901851204,0.8356469199118267,0.3430711904643389,0.58,0.0,0.16,0.43217409146975166
ML-KEM-512,7777,2.059062794614963e-06,0.31304347826086953,0.6433823529411765,1.0,0.7829977628635347,0.833904109589041,0.9578763534753755,0.7660679651881557,0.7005678697606296,0.8814180929095354,0.2371638141809291,1.0,0.05421369043115067,0.5714285714285714,0.13714285714285715,0.22119815668202766,0.7106164383561644,0.8303877052043311,0.6088640226126957,0.16514306569003717,0.5465665385958784,0.044009779951100246,0.13714285714285715,0.435160855724387
ML-KEM-512,9876,6.912667666050463e-15,0.5885714285714285,0.8277511961722488,0.9885714285714285,0.9010416666666666,0.934931506849315,0.9984771219001048,0.996888050959099,0.8605985958660044,0.9502759343346141,0.08801955990220049,0.9885714285714285,0.05397200584411621,0.9722222222222222,0.2,0.33175355450236965,0.7585616438356164,0.8845826056584003,0.7419872706866111,0.3762939202257409,0.5987775061124695,0.0024449877750611247,0.2,0.4356430001454811
ML-KEM-512,5432,2.543159831771189e-12,0.5569620253164558,0.8309178743961353,0.9828571428571429,0.900523560209424,0.934931506849315,0.9978064966818023,0.9956009455399009,0.8593183035381844,0.9486412853650017,0.08557457212713937,0.9828571428571429,0.05429983139038086,0.9803921568627451,0.2857142857142857,0.4424778761061947,0.7842465753424658,0.9291093258819421,0.8662172094390047,0.4596544743595597,0.6416346489696123,0.0024449877750611247,0.2857142857142857,0.43702370499911375
ML-KEM-512,1999,2.629074115448884e-14,0.5857988165680473,0.8309178743961353,0.9828571428571429,0.900523560209424,0.934931506849315,0.9971917568983584,0.9944704372700495,0.8593183035381844,0.9486412853650017,0.08557457212713937,0.9828571428571429,0.05368214764007151,0.975,0.22285714285714286,0.3627906976744186,0.7654109589041096,0.908711142158575,0.8290019067727911,0.39974843643785435,0.610206077541041,0.0024449877750611247,0.22285714285714286,0.4338997684112967
ML-KEM-512,2000,1.9054430730566638e-09,0.4345549738219895,0.7113821138211383,1.0,0.831353919239905,0.8784246575342466,0.9578763534753755,0.7660318013925139,0.766740081925525,0.91320293398533,0.17359413202933985,1.0,0.05362376774827095,0.6909090909090909,0.21714285714285714,0.33043478260869563,0.7363013698630136,0.8568634299685645,0.6720527570552731,0.275385935343563,0.587789032483409,0.04156479217603912,0.21714285714285714,0.43369686766846544
ML-KEM-512,2010,6.480882598127545e-21,0.43790849673202614,0.2996575342465753,1.0,0.461133069828722,0.2996575342465753,0.9589242053789732,0.9668712708427583,0.0,0.5,1.0,1.0,0.05422634621189065,0.368,0.26285714285714284,0.30666666666666664,0.6438356164383562,0.7007334963325184,0.4682249039269303,0.0778523051647326,0.534851554313657,0.19315403422982885,0.26285714285714284,0.4381810965603345
ML-KEM-512,2026,2.4262955705963713e-11,0.4597156398104265,0.7510729613733905,1.0,0.8578431372549019,0.9006849315068494,0.9969961578763535,0.993938253277712,0.8028473312321904,0.9290953545232274,0.14180929095354522,1.0,0.054058963305329624,0.9545454545454546,0.12,0.2131979695431472,0.7345890410958904,0.8381278379322389,0.6871324443897522,0.2828409785679616,0.5587775061124695,0.0024449877750611247,0.12,0.43764628776132247
ML-KEM-768,42,1.3970812499765454e-12,0.5515151515151515,0.8254716981132075,1.0,0.9043927648578811,0.9366438356164384,0.9999580859238562,0.9999036918138042,0.8664847224983341,0.9547677261613692,0.09046454767726161,1.0,0.0553763892552624,0.9795918367346939,0.2742857142857143,0.42857142857142855,0.7808219178082192,0.9038910234020258,0.8262483540566,0.4491798538779347,0.6359203632553266,0.0024449877750611247,0.2742857142857143,0.4471618018738211
ML-KEM-768,123,5.089468973814294e-29,1.0,1.0,0.9828571428571429,0.9913544668587896,0.9948630136986302,0.9972336709745022,0.9966799322595472,0.9877754887061967,0.9914285714285714,0.0,0.9828571428571429,0.05510490234584024,1.0,0.26857142857142857,0.42342342342342343,0.7808219178082192,0.9088089416695775,0.8358902072971021,0.4522769093892516,0.6342857142857143,0.0,0.26857142857142857,0.44302662757978045
ML-KEM-768,1001,1.7155317718756613e-20,0.7358490566037736,0.8923076923076924,0.9942857142857143,0.9405405405405406,0.9623287671232876,0.9991337757596926,0.9982256012116512,0.9159527657280451,0.9714704855047154,0.05134474327628362,0.9942857142857143,0.05397404709907427,1.0,0.2057142857142857,0.3412322274881517,0.761986301369863,0.9211316800558855,0.8490035842694632,0.39183533814736976,0.6028571428571429,0.0,0.2057142857142857,0.4380484149880605
ML-KEM-768,2024,2.345944550637208e-09,0.4514285714285714,0.7847533632286996,1.0,0.8793969849246231,0.9178082191780822,0.997205728257073,0.9946286652759375,0.8322590756556221,0.941320293398533,0.11735941320293398,1.0,0.05398547812683942,0.98,0.28,0.43555555555555553,0.7825342465753424,0.8811875654907441,0.7686166595624542,0.45443745826893106,0.6387775061124694,0.0024449877750611247,0.28,0.4372768206139134
ML-KEM-768,8888,2.0632759460585605e-12,0.5314285714285714,0.8064516129032258,1.0,0.8928571428571429,0.928082191780822,0.9986866922808243,0.9974289997316172,0.8506688608646162,0.9486552567237163,0.10268948655256724,1.0,0.05442475619381421,0.9761904761904762,0.2342857142857143,0.3778801843317972,0.7688356164383562,0.9022982885085574,0.8058693915279281,0.41109871468053955,0.6159203632553266,0.0024449877750611247,0.2342857142857143,0.4396312040825413
ML-KEM-768,777,2.2180114687328702e-10,0.5096774193548388,0.8300970873786407,0.9771428571428571,0.8976377952755905,0.9332191780821918,0.9976947258120852,0.995612661171639,0.8547828095862104,0.9457841425078588,0.08557457212713937,0.9771428571428571,0.05497385377753271,0.9830508474576272,0.3314285714285714,0.49572649572649574,0.797945205479452,0.9226964722319245,0.855364640412343,0.5000912408854061,0.6644917918267552,0.0024449877750611247,0.3314285714285714,0.44411175871548586
ML-KEM-768,999,1.3526978988865065e-12,0.49753694581280783,0.7733333333333333,0.9942857142857143,0.87,0.910958904109589,0.9983793223891024,0.996758559200858,0.8185729704016137,0.9347956688787985,0.12469437652811736,0.9942857142857143,0.08331055510534,0.9583333333333334,0.13142857142857142,0.23115577889447236,0.738013698630137,0.869172196996158,0.7616927118758291,0.29765657697947384,0.5644917918267551,0.0024449877750611247,0.13142857142857142,0.6536028973043781
ML-KEM-768,1111,5.803059470552978e-18,0.7851239669421488,0.93048128342246,0.9942857142857143,0.9613259668508287,0.976027397260274,0.9990499476074048,0.9982898560406159,0.9450738660817539,0.9812504366049599,0.03178484107579462,0.9942857142857143,0.05341188548362418,1.0,0.37714285714285717,0.5477178423236515,0.8133561643835616,0.943080684596577,0.8886063661092872,0.5456946771224945,0.6885714285714286,0.0,0.37714285714285717,0.4344835673293022
ML-KEM-768,2222,3.159184847175241e-14,0.5706214689265536,0.8215962441314554,1.0,0.9020618556701031,0.934931506849315,0.9991756898358365,0.9982333077295276,0.8632856530487627,0.9535452322738387,0.09290953545232274,1.0,0.05372787175113208,0.9736842105263158,0.21142857142857144,0.3474178403755869,0.761986301369863,0.8993922458959134,0.7831613869909144,0.3881545942339573,0.6044917918267552,0.0024449877750611247,0.21142857142857144,0.43630559150486775
