algo,seed,y_true,pipeline_a_score,pipeline_a_pred,pipeline_b_score,pipeline_b_pred
ML-KEM-512,42,0,5.6732914e+14,1,0.47435315124974975,0
ML-KEM-512,42,0,5.673422e+14,1,0.47160748383591516,0
ML-KEM-512,42,0,5.6736854e+14,1,0.4740889091481127,0
ML-KEM-512,42,0,5.6739484e+14,1,0.4499193819640709,0
ML-KEM-512,42,0,5.674211e+14,1,0.4588814540624507,0
ML-KEM-512,42,0,5.6744584e+14,1,0.5078233643293268,0
ML-KEM-512,42,0,5.674722e+14,1,0.5088697238683588,0
ML-KEM-512,42,1,5.674995e+14,1,0.47904172322146693,0
ML-KEM-512,42,1,5.675258e+14,1,0.4805672111390663,0
ML-KEM-512,42,1,5.6755174e+14,1,0.5108932348369194,0
ML-KEM-512,42,1,5.675774e+14,1,0.46990054272399673,0
ML-KEM-512,42,1,5.676032e+14,1,0.6976122350809255,0
ML-KEM-512,42,1,5.67616e+14,1,0.47559628669690207,0
ML-KEM-512,42,1,5.6763026e+14,1,0.4924704004987124,0
ML-KEM-512,42,1,5.676572e+14,1,0.44180575735200994,0
ML-KEM-512,42,1,5.676827e+14,1,0.4185224754264663,0
ML-KEM-512,42,1,5.677088e+14,1,0.4422460534943196,0
ML-KEM-512,42,1,5.6773394e+14,1,0.6058930304853389,1
ML-KEM-512,42,1,5.677475e+14,1,0.41171410462252894,0
ML-KEM-512,42,1,5.677608e+14,1,0.5018349860847507,0
ML-KEM-512,42,1,5.677736e+14,1,0.4645878597690344,0
ML-KEM-512,42,1,5.6778656e+14,1,0.4329176846570881,0
ML-KEM-512,42,1,5.678132e+14,1,0.7327682971164565,1
ML-KEM-512,42,1,5.678389e+14,1,0.7110622730869728,0
ML-KEM-512,42,1,5.6786534e+14,1,0.6022713060733589,0
ML-KEM-512,42,1,5.678918e+14,1,0.48762269154364307,0
ML-KEM-512,42,1,5.679179e+14,1,0.7690938488399536,1
ML-KEM-512,42,1,5.6794426e+14,1,0.670747490779824,0
ML-KEM-512,42,1,5.6796996e+14,1,0.42815393592555345,0
ML-KEM-512,42,1,5.679964e+14,1,0.4984427203788512,0
ML-KEM-512,42,1,5.6800916e+14,1,0.5046786570205583,1
ML-KEM-512,42,1,5.68022e+14,1,0.5687462223585948,1
